"","userId","movieId","rating","timestamp","index","bin","check"
"78703",489,2000,3,1334170263,1474,85,4892000
"4038",25,187593,5,1535470534,9691,118,25187593
"49735",318,98809,4,1415648242,8035,98,31898809
"56863",379,364,3,847397459,322,4,379364
"26888",182,5325,3.5,1075765392,3801,42,1825325
"9397",63,86290,5,1443200171,7566,103,6386290
"5758",41,6373,4,1459368556,4350,105,416373
"58255",381,2617,4,1165975484,1971,57,3812617
"90335",587,1580,4,953138475,1182,22,5871580
"9823",64,5417,3.5,1161530687,3848,56,645417
"36354",248,115617,3.5,1534591768,8528,118,248115617
"82840",525,5502,3.5,1476479402,3910,108,5255502
"42700",288,2997,4,975693028,2257,25,2882997
"93673",599,3478,2.5,1519136288,2598,115,5993478
"100470",610,81132,4,1479543226,7424,109,61081132
"45317",298,89492,2.5,1449589078,7670,104,29889492
"64666",414,55290,4,1273977019,6576,75,41455290
"69376",448,4654,1.5,1154785482,3415,55,4484654
"82693",525,1282,3.5,1476480434,980,108,5251282
"9427",63,122892,4,1443200176,8668,103,63122892
"8772",61,1304,5,1145531711,1001,53,611304
"48887",317,6870,4,1430366010,4604,101,3176870
"33581",227,7147,5,1447210839,4787,103,2277147
"3121",20,3986,2.5,1054037622,2970,38,203986
"79163",490,6333,2.5,1328145443,4328,84,4906333
"43879",292,91535,2.5,1360446246,7751,89,29291535
"58715",382,33493,4.5,1515161536,5880,115,38233493
"38821",266,2712,5,944940438,2035,20,2662712
"77807",483,59315,4,1215545403,6726,65,48359315
"80706",509,65261,3.5,1435995528,6927,102,50965261
"67107",434,367,2,1270606604,325,74,434367
"81831",517,48385,0.5,1488397845,6293,110,51748385
"44255",294,2382,1,966597308,1783,24,2942382
"70820",452,4014,5,1019585436,2994,33,4524014
"45206",298,68659,0.5,1447517739,7012,103,29868659
"98548",607,1270,3,964744367,968,24,6071270
"76650",480,4027,4.5,1179163503,3006,59,4804027
"37717",255,3501,1,1005717433,2612,30,2553501
"32074",220,377,3.5,1230055705,334,67,220377
"72926",470,14,4,849843318,13,5,47014
"46701",306,122918,3,1518380421,8677,115,306122918
"85017",552,2641,4,1112151451,1986,48,5522641
"39612",274,2232,4,1171408786,1661,58,2742232
"45294",298,86833,3,1449589124,7587,104,29886833
"61742",409,1136,5,967920079,862,24,4091136
"47144",307,2959,4,1186161397,2224,60,3072959
"80850",510,303,2.5,1141159406,263,53,510303
"10796",68,2701,3,1158533227,2028,56,682701
"93340",599,2208,2.5,1498531979,1654,112,5992208
"57717",380,45517,2,1494071317,6195,111,38045517
"98498",607,316,3,963080385,275,23,607316
"52986",349,165,4,834750363,138,2,349165
"10491",68,709,3.5,1275957523,578,75,68709
"58324",381,4343,2,1167543668,3211,57,3814343
"29050",200,2581,4,1229888352,1946,67,2002581
"26168",182,372,4,1055155304,330,39,182372
"48961",317,91535,3,1430600296,7751,101,31791535
"35997",246,1232,2.5,1354127144,931,88,2461232
"4009",24,134130,4,1458941964,8861,105,24134130
"82244",522,1213,3.5,1253343431,913,71,5221213
"35677",240,520,3,849122614,455,4,240520
"60807",392,2770,3,1027524346,2083,34,3922770
"7426",51,36,3,1230929322,33,68,5136
"43320",290,1344,4,974942469,1031,25,2901344
"51832",335,2424,3,1261541331,1823,73,3352424
"5769",41,7293,5,1459367700,4858,105,417293
"3894",23,7438,3,1107164467,4926,47,237438
"15092",96,2054,2,964773714,1521,24,962054
"79436",493,1200,4,1001562708,901,30,4931200
"56948",380,485,5,1494803592,422,111,380485
"2089",18,49651,3.5,1457444465,6344,105,1849651
"95322",600,1345,4,1237742568,1032,69,6001345
"12867",82,4238,3,1084467365,3146,43,824238
"72789",469,2662,3,965335401,2000,24,4692662
"68634",447,466,4,836961920,404,2,447466
"35445",239,2944,4,1221147365,2214,66,2392944
"74429",474,5349,4.5,1100291637,3814,46,4745349
"99385",608,6618,4.5,1117502852,4474,49,6086618
"91905",596,4720,4.5,1535708470,3456,118,5964720
"93540",599,2948,3,1498523300,2217,112,5992948
"58259",381,2692,4,1200823476,2019,63,3812692
"35309",239,32,5,1221159452,31,66,23932
"89467",580,2011,3.5,1167792880,1485,57,5802011
"84372",541,380,4,835642917,337,2,541380
"22035",144,1246,3,1136812698,944,52,1441246
"44561",298,356,3,1449757614,314,104,298356
"35006",234,1784,4,1004407785,1321,30,2341784
"67327",435,2002,4,1366675902,1476,90,4352002
"16782",105,100714,4,1448687415,8092,104,105100714
"42988",288,6157,3.5,1092077421,4223,45,2886157
"84428",542,1097,4,1163387020,835,56,5421097
"74826",474,7698,3.5,1087831948,4978,44,4747698
"44926",298,6620,3,1449592405,4476,104,2986620
"18512",117,1035,4,844163615,792,4,1171035
"41369",280,8969,5,1348453771,5369,87,2808969
"91112",590,7153,4.5,1258420756,4791,72,5907153
"2065",18,36519,3,1455051042,5965,105,1836519
"23990",166,5618,4.5,1188774593,3979,61,1665618
"99974",610,6615,3,1493848161,4471,111,6106615
"45450",298,134170,4,1450453115,8863,104,298134170
"57592",380,8783,3,1494267355,5290,111,3808783
"44949",298,7099,3.5,1477826193,4760,108,2987099
"284",3,3024,4.5,1306464054,2278,80,33024
"22215",148,122920,3.5,1482548707,8678,109,148122920
"83020",525,81564,3.5,1476478239,7438,108,52581564
"72322",466,6377,3.5,1439915251,4354,102,4666377
"7322",50,94864,1.5,1514239056,7870,114,5094864
"85662",555,2476,4,978823250,1863,26,5552476
"45105",298,53972,2.5,1447598553,6501,103,29853972
"40655",275,1120,4,1049078987,849,38,2751120
"33634",227,105504,4,1447210810,8256,103,227105504
"88202",569,153,5,849190609,126,4,569153
"24598",170,153,3,840472759,126,3,170153
"95038",599,143355,2,1506462658,9069,113,599143355
"94128",599,6320,2,1498510698,4319,112,5996320
"13372",85,527,5,889467704,461,11,85527
"38817",266,2700,5,944891623,2027,20,2662700
"95857",600,55247,1.5,1237760069,6563,69,60055247
"66996",432,47610,4,1335139571,6259,85,43247610
"69575",448,7132,5,1143894362,4780,53,4487132
"78541",489,455,0.5,1385824118,396,93,489455
"65576",420,47997,3.5,1218039956,6276,65,42047997
"18464",117,587,4,844162913,505,4,117587
"79690",495,72011,4.5,1458636637,7154,105,49572011
"80685",509,59315,3,1436393462,6726,102,50959315
"22593",153,166461,2,1525552615,9412,116,153166461
"65489",420,2174,3.5,1218207531,1627,65,4202174
"5645",40,509,3,832059716,444,2,40509
"27596",187,1214,4,1161849824,914,56,1871214
"61927",410,2184,5,990728374,1637,28,4102184
"66757",430,3793,4,980441934,2832,26,4303793
"86783",561,2808,3,1491091592,2113,111,5612808
"8251",57,1374,5,965798130,1056,24,571374
"75966",477,55442,4.5,1210266638,6581,64,47755442
"21287",140,2019,4,942842814,1493,20,1402019
"3390",21,7143,4,1412967530,4786,98,217143
"22",1,362,5,964982588,320,24,1362
"22846",156,1387,3.5,1106855002,1066,47,1561387
"32398",221,1923,4,1111175985,1403,48,2211923
"69728",448,50601,1.5,1231536791,6372,68,44850601
"54006",356,5377,3.5,1229140027,3826,67,3565377
"5409",38,300,4,841341323,260,3,38300
"84793",550,86332,4,1488728409,7571,110,55086332
"64394",414,31225,3,1216145643,5755,65,41431225
"82917",525,33004,4,1476476406,5856,108,52533004
"90982",590,3979,1,1258420084,2964,72,5903979
"47072",307,2329,5,1186084864,1733,60,3072329
"28610",199,509,3,940544123,444,20,199509
"95800",600,27563,4.5,1237763281,5646,69,60027563
"23218",159,103141,3,1508640379,8171,114,159103141
"11281",68,45499,2,1180915728,6192,59,6845499
"41058",278,2369,2.5,1193753204,1770,61,2782369
"30754",216,945,3,975212151,725,25,216945
"79712",495,89774,5,1458636698,7679,105,49589774
"40925",275,4903,4,1049077590,3575,38,2754903
"67586",438,10,4,1105664201,9,47,43810
"25097",177,1527,2.5,1435533706,1157,101,1771527
"48376",313,1653,4,1030474705,1242,34,3131653
"30188",211,1036,4.5,1350913113,793,87,2111036
"58157",381,837,4,1164381983,649,57,381837
"62392",414,218,2,961439052,186,23,414218
"13785",89,62155,3.5,1520408845,6837,115,8962155
"6024",42,1307,4,996258165,1004,29,421307
"84878",551,51935,4,1504926086,6429,113,55151935
"2316",19,253,3,965704952,217,24,19253
"73197",474,376,2,1047055051,333,37,474376
"36223",247,2078,5,1467935453,1542,107,2472078
"32130",220,2329,5,1230054954,1733,67,2202329
"9054",62,103042,3.5,1525555304,8165,116,62103042
"73595",474,1834,4,1002928499,1347,30,4741834
"93007",599,1104,3,1498526959,840,112,5991104
"44774",298,3987,0.5,1449592918,2971,104,2983987
"11700",70,1955,3.5,1355184784,1431,88,701955
"81256",514,2794,2.5,1535921642,2099,118,5142794
"59317",387,663,3.5,1095041439,553,45,387663
"47215",307,3863,1.5,1186087745,2884,60,3073863
"54456",357,40815,4.5,1348626973,6045,87,35740815
"42690",288,2951,3.5,1079984727,2220,43,2882951
"76791",480,6333,4,1179163552,4328,59,4806333
"25447",177,8600,4,1435540015,5234,101,1778600
"3517",21,88125,4,1412967987,7626,98,2188125
"67854",438,3861,3.5,1105654107,2882,47,4383861
"31691",219,2115,3,1194932067,1575,62,2192115
"39355",274,671,3.5,1171934393,558,58,274671
"55218",367,318,5,997811194,277,29,367318
"84170",537,3147,4,1424142003,2370,100,5373147
"66769",430,5445,5,1058063775,3868,39,4305445
"84728",547,2858,5,942722850,2144,20,5472858
"10278",66,6708,5,1104644876,4519,47,666708
"46200",305,6586,4,1460303570,4455,106,3056586
"53767",354,6874,4.5,1200865291,4607,63,3546874
"98440",606,51037,3,1262965505,6395,73,60651037
"79698",495,79293,2.5,1458636117,7364,105,49579293
"51012",330,590,4,1285904939,508,77,330590
"7684",51,4238,4.5,1230930062,3146,68,514238
"99463",608,8983,4,1117408015,5379,49,6088983
"67788",438,2683,3.5,1105898242,2013,47,4382683
"62769",414,1272,4,961512369,970,23,4141272
"27882",190,4995,4,1504310057,3635,113,1904995
"82808",525,4639,2.5,1476479735,3405,108,5254639
"30695",215,4878,4,1260908675,3557,73,2154878
"2319",19,260,4,965704248,224,24,19260
"20832",137,3471,3,1204859953,2592,63,1373471
"79630",495,7438,5,1458635650,4926,105,4957438
"76176",479,3889,1,1039362902,2898,36,4793889
"23728",162,371,3,836684306,329,2,162371
"71708",462,2596,3,1123891116,1956,50,4622596
"22918",156,2247,3,946799816,1669,21,1562247
"62518",414,504,3,961515392,439,23,414504
"23948",166,2918,3.5,1190828624,2194,61,1662918
"81888",517,88744,0.5,1487953475,7644,110,51788744
"64800",414,79293,2.5,1294085442,7364,78,41479293
"98951",608,1726,2.5,1117506368,1292,49,6081726
"64019",414,5785,4,1072058073,4054,41,4145785
"21002",139,46530,0.5,1453924905,6221,104,13946530
"3023",20,1097,5,1054038065,835,38,201097
"34339",232,8968,3,1218167641,5368,65,2328968
"81516",516,1958,3,994625250,1434,29,5161958
"63208",414,2712,4,961436710,2035,23,4142712
"3245",21,589,3.5,1418846818,507,99,21589
"54430",357,7444,4.5,1348627951,4930,87,3577444
"36628",249,3977,3.5,1353801376,2962,88,2493977
"37870",256,103228,3.5,1446581438,8176,103,256103228
"39584",274,2083,3,1171829585,1546,58,2742083
"80151",503,68157,4.5,1335219485,6993,85,50368157
"80523",509,5459,3,1435993428,3880,102,5095459
"11859",73,8972,5,1464198831,5371,106,738972
"21163",140,647,4,949667115,545,21,140647
"93857",599,4378,3.5,1498501601,3234,112,5994378
"88290",570,1080,3.5,1181478028,819,59,5701080
"84028",534,104241,4,1459787998,8219,105,534104241
"78044",484,2133,4,1342365338,1590,86,4842133
"49210",318,3751,3.5,1262632193,2802,73,3183751
"62512",414,490,4,961682058,427,23,414490
"61754",409,1244,3,967920079,942,24,4091244
"23411",160,1603,1,971114422,1204,25,1601603
"81214",514,2088,2.5,1534114302,1550,118,5142088
"85271",554,2497,3,944899443,1878,20,5542497
"41178",279,73017,3,1506395711,7197,113,27973017
"82386",522,86345,5,1388124970,7572,94,52286345
"81874",517,78637,1.5,1487957992,7343,110,51778637
"48781",316,3882,2.5,1111493580,2895,48,3163882
"72412",467,2028,4,919671539,1502,16,4672028
"78804",489,3257,4,1333231650,2442,85,4893257
"993",7,8961,4,1106636064,5363,47,78961
"47404",307,6425,1,1186258652,4376,60,3076425
"48094",312,1350,3,1043176038,1037,37,3121350
"85325",555,293,5,978840381,254,26,555293
"27296",185,4016,4,1044311744,2996,37,1854016
"14125",91,6,5,1112712032,5,48,916
"3838",23,1425,3,1107342166,1095,47,231425
"56707",377,2123,3.5,1340343467,1583,86,3772123
"39091",270,733,3,853918793,592,5,270733
"18313",116,1544,4.5,1337200350,1163,85,1161544
"31719",219,2605,2,1194681157,1961,62,2192605
"6110",42,2268,4,996216177,1686,29,422268
"3474",21,66934,0.5,1419794430,6968,99,2166934
"20729",137,111,5,1204863636,98,63,137111
"34906",233,178061,3,1529333300,9605,117,233178061
"22690",156,25,4,1106854805,24,47,15625
"22709",156,300,3.5,1106854847,260,47,156300
"27796",188,898,5,962559988,680,23,188898
"36415",249,489,3,1353801177,426,88,249489
"87485",563,91500,3.5,1447185628,7749,103,56391500
"63255",414,2872,5,961513948,2156,23,4142872
"48002",311,1517,3,1057854315,1153,39,3111517
"19975",132,594,3,1157922805,511,56,132594
"11481",68,69844,4,1252727892,7061,71,6869844
"71536",461,2762,4,1505935252,2077,113,4612762
"45335",298,93270,1.5,1476628480,7818,108,29893270
"73410",474,1199,3,1015352875,900,32,4741199
"71414",459,3996,5,1520233574,2979,115,4593996
"11562",68,91529,4,1346109699,7750,87,6891529
"80936",510,7028,2.5,1141160562,4702,53,5107028
"8900",62,8360,1,1521822509,5150,116,628360
"21814",141,33493,2,1513130398,5880,114,14133493
"36349",248,86880,4,1534592059,7590,118,24886880
"9197",63,913,4,1443199803,695,103,63913
"75743",477,3798,4,1200942205,2836,63,4773798
"82243",522,1210,4,1253344684,910,71,5221210
"66643",428,6880,1,1111489595,4609,48,4286880
"35755",241,53123,3.5,1447536748,6470,103,24153123
"49712",318,94677,4,1417280088,7863,98,31894677
"73281",474,892,3,974668805,676,25,474892
"5452",38,595,4,841341220,512,3,38595
"90499",589,454,4,856043430,395,6,589454
"6857",45,7173,5,1091305731,4805,45,457173
"23732",162,515,5,836511478,450,2,162515
"97868",606,3246,4,1171327406,2431,58,6063246
"32055",220,10,4,1230055828,9,67,22010
"64107",414,6286,4,1128977038,4294,51,4146286
"73276",474,830,2,1046887848,644,37,474830
"1408",14,344,2,835441012,302,2,14344
"95108",600,19,3,1237709125,18,69,60019
"73038",472,2428,3,1345842922,1826,87,4722428
"19633",127,1302,2,1263527044,999,73,1271302
"25505",177,35957,4,1435529925,5956,101,17735957
"81673",517,2002,1.5,1487958178,1476,110,5172002
"51022",330,750,4.5,1285904188,602,77,330750
"75310",475,68791,3.5,1498031182,7013,112,47568791
"25011",177,948,5,1435803257,728,101,177948
"7336",50,103228,2,1514239192,8176,114,50103228
"30778",216,1269,4,975212395,967,25,2161269
"70754",452,2353,5,1019584545,1754,33,4522353
"13112",84,181,3,860397928,153,6,84181
"71820",462,6235,4.5,1130434007,4265,51,4626235
"24222",167,42738,2.5,1154722362,6096,55,16742738
"44341",294,3253,4,966595695,2438,24,2943253
"38733",266,1208,5,944891672,908,20,2661208
"1082",9,1095,4,1044657088,833,37,91095
"90293",587,838,4,953138201,650,22,587838
"72655",469,1580,3,965334076,1182,24,4691580
"76479",480,2085,3.5,1179159577,1548,59,4802085
"84727",547,2840,3,942723168,2133,20,5472840
"88384",570,4886,3.5,1181478215,3563,59,5704886
"86203",560,2174,4.5,1469648686,1627,107,5602174
"41102",279,1291,4.5,1506394354,989,113,2791291
"78026",484,1721,3,1342295829,1290,86,4841721
"42541",288,2301,3,975692757,1711,25,2882301
"10505",68,838,3.5,1158535598,650,56,68838
"35735",241,5791,4,1447540333,4058,103,2415791
"4422",28,3681,3.5,1234338535,2739,68,283681
"84288",540,260,5,1179108620,224,59,540260
"55535",368,1219,3,971275360,919,25,3681219
"81755",517,4308,1,1487953559,3191,110,5174308
"63127",414,2412,2,961516434,1811,23,4142412
"89633",580,6645,4,1167861051,4487,57,5806645
"57466",380,5833,5,1494267837,4077,111,3805833
"10195",66,3198,4,1093748064,2407,45,663198
"34507",232,45662,2.5,1206994988,6199,64,23245662
"80743",509,79091,3.5,1435994338,7354,102,50979091
"88766",573,2011,4.5,1248842092,1485,71,5732011
"66010",425,1589,3.5,1114173301,1191,48,4251589
"72219",465,1573,3,959896270,1180,23,4651573
"56057",370,4226,3.5,1159164366,3136,56,3704226
"58390",381,6934,3.5,1164381715,4631,57,3816934
"58911",384,1206,3,996929980,906,29,3841206
"24450",169,3160,5,1075135424,2380,42,1693160
"32720",222,5952,3.5,1391350288,4131,94,2225952
"1083",9,1198,5,1044656716,899,37,91198
"56216",372,553,4,874416880,485,9,372553
"11600",68,114762,3.5,1532897137,8510,118,68114762
"46436",305,80463,5,1460134111,7396,105,30580463
"62968",414,2006,2,1008691064,1480,31,4142006
"35375",239,1225,3.5,1221158896,925,66,2391225
"8442",57,3066,5,965799571,2311,24,573066
"36639",249,4069,3,1415415440,3037,98,2494069
"91248",591,260,5,970524685,224,25,591260
"92761",599,344,2.5,1498514429,302,112,599344
"57262",380,3037,4.5,1536873228,2288,118,3803037
"36059",246,5816,3,1354134535,4070,88,2465816
"32987",225,1196,4,949111054,897,21,2251196
"81910",517,106438,2,1487962947,8275,110,517106438
"34661",232,60756,3.5,1241823467,6784,69,23260756
"46989",307,1617,3.5,1187025727,1217,60,3071617
"87248",562,6539,3,1368893993,4421,90,5626539
"79201",490,64969,3,1324373353,6912,83,49064969
"77409",483,1673,4,1327277202,1257,84,4831673
"32252",220,64231,3.5,1243884376,6897,70,22064231
"95904",601,5445,4,1441639872,3868,102,6015445
"26306",182,1287,3.5,1054782078,985,38,1821287
"26174",182,436,3.5,1055153811,380,39,182436
"38101",260,6709,4,1109409522,4520,48,2606709
"1867",18,1221,5,1460242083,921,106,181221
"55172",365,157699,3,1489796760,9262,110,365157699
"29465",202,923,5,974912380,705,25,202923
"29079",200,3489,3,1229887746,2604,67,2003489
"29872",204,32587,4,1327183948,5834,84,20432587
"91352",592,367,4,837350111,325,3,592367
"25496",177,33669,3,1435837214,5892,101,17733669
"19481",125,111759,4,1474283560,8420,108,125111759
"26337",182,1480,4,1054782249,1131,38,1821480
"75657",477,2353,4.5,1200941685,1754,63,4772353
"8967",62,56587,4.5,1521489739,6625,116,6256587
"99437",608,8368,4,1117162241,5156,49,6088368
"81454",514,160571,3,1533945298,9317,118,514160571
"66229",426,4344,0.5,1451080438,3212,104,4264344
"7357",50,117176,2,1514239207,8565,114,50117176
"64552",414,47894,4,1190570886,6270,61,41447894
"58399",381,7153,4,1200824344,4791,63,3817153
"58927",384,2502,4,996929917,1882,29,3842502
"44173",294,1855,4,966596566,1357,24,2941855
"44548",298,173,2,1450452543,145,104,298173
"99350",608,5944,2.5,1117415691,4126,49,6085944
"30165",210,147374,4.5,1527266137,9128,117,210147374
"6675",45,2080,4,950722311,1543,21,452080
"85617",555,2348,4,978820940,1749,26,5552348
"9796",64,4734,2,1161559539,3465,56,644734
"59719",387,3248,0.5,1095121503,2433,45,3873248
"59715",387,3221,3,1198139789,2420,62,3873221
"70123",448,101864,2,1400416461,8119,96,448101864
"41729",283,1704,5,901227857,1283,13,2831704
"45092",298,51662,3,1447584438,6416,103,29851662
"83337",527,5540,5,1033175914,3934,35,5275540
"95443",600,2294,2.5,1237710392,1705,69,6002294
"34485",232,44022,3,1182909752,6132,60,23244022
"82441",523,7361,5,1503125938,4900,113,5237361
"58843",382,130634,3.5,1515162979,8791,115,382130634
"43968",294,47,2,966597476,43,24,29447
"8606",58,551,5,847718937,483,4,58551
"99234",608,4128,3,1117490816,3071,49,6084128
"47462",307,7265,3,1187383446,4853,60,3077265
"45604",301,4022,2.5,1211377660,3002,64,3014022
"77912",483,97921,4.5,1415576740,8005,98,48397921
"59713",387,3176,4,1151624367,2392,54,3873176
"71868",462,26131,5,1121922633,5444,50,46226131
"8334",57,2067,5,965796605,1531,24,572067
"88179",568,296,4.5,1253767257,257,71,568296
"73021",471,79132,4,1496668936,7355,112,47179132
"34005",232,2291,3,1182909874,1703,60,2322291
"7351",50,112183,3,1514239065,8434,114,50112183
"55036",365,68659,2.5,1489797020,7012,110,36568659
"59339",387,906,3.5,1117430420,688,49,387906
"73914",474,2875,3,1047043601,2158,37,4742875
"96315",603,988,3,963178488,753,23,603988
"84373",541,410,3,835643027,355,2,541410
"12025",74,308,5,1207501263,268,64,74308
"51764",334,30850,3.5,1260653585,5733,73,33430850
"22748",156,852,3,946799834,658,21,156852
"77940",483,106918,4.5,1415577180,8294,98,483106918
"50578",326,68157,4,1322252445,6993,83,32668157
"11800",72,2490,4,1217323422,1871,65,722490
"11715",70,3730,4.5,1355185412,2785,88,703730
"48571",313,5039,4,1030475342,3656,34,3135039
"83270",527,2450,5,1033176282,1841,35,5272450
"11358",68,54272,3,1198454702,6513,62,6854272
"18390",117,224,4,844163122,191,4,117224
"44860",298,5419,1,1447598949,3850,103,2985419
"16825",105,112852,4,1446750017,8457,103,105112852
"35526",239,8644,4.5,1221158756,5255,66,2398644
"17469",111,6874,3.5,1516140851,4607,115,1116874
"46585",305,134853,2,1460134155,8882,105,305134853
"38331",263,2108,3,940384490,1569,20,2632108
"87105",562,589,4.5,1368894027,507,90,562589
"32772",222,59900,2,1391354132,6746,94,22259900
"2048",18,26444,3.5,1456744938,5495,105,1826444
"6973",47,5108,4,1496209895,3698,111,475108
"9374",63,54286,4,1443199895,6517,103,6354286
"16684",105,69644,4,1446574091,7052,103,10569644
"76338",480,788,2.5,1179178104,622,59,480788
"55707",368,2535,3,975829889,1910,25,3682535
"10114",66,1641,4.5,1113188373,1231,48,661641
"310",4,162,5,945078571,135,20,4162
"70006",448,91630,2.5,1359301585,7756,89,44891630
"95378",600,1961,3.5,1237857063,1437,69,6001961
"80697",509,63062,3,1435995026,6866,102,50963062
"7398",50,167370,1.5,1514239954,9427,114,50167370
"58822",382,106696,3.5,1515161464,8285,115,382106696
"42603",288,2473,2,975692853,1860,25,2882473
"40366",274,50794,3,1186724489,6379,60,27450794
"49059",318,1079,3.5,1235480341,818,68,3181079
"68090",438,7255,3.5,1105654169,4843,47,4387255
"59176",386,39,3,842610325,35,3,38639
"66641",428,6764,3,1111525561,4545,48,4286764
"54481",357,60766,3.5,1348612843,6786,87,35760766
"87674",564,135861,3,1478453981,8904,109,564135861
"67056",432,91658,5,1328049614,7758,84,43291658
"77522",483,2810,4.5,1182704802,2114,60,4832810
"92329",597,1278,5,940362198,976,20,5971278
