userId,movieId,rating,timestamp,index,bin,check
1,2033,5,964982903,1504,24,12033
1,2046,4,964982563,1515,24,12046
1,2048,5,964982791,1516,24,12048
1,2054,4,964981747,1521,24,12054
1,2058,5,964982400,1525,24,12058
1,2078,5,964982838,1542,24,12078
1,2090,5,964982838,1552,24,12090
1,2093,3,964981710,1555,24,12093
1,2094,5,964982653,1556,24,12094
1,2096,4,964982838,1558,24,12096
1,2099,4,964982588,1561,24,12099
1,2105,4,964981725,1566,24,12105
1,2115,5,964982529,1575,24,12115
1,2116,5,964982876,1576,24,12116
1,2137,5,964982791,1594,24,12137
1,2139,5,964982791,1596,24,12139
1,2141,5,964982838,1598,24,12141
1,2143,4,964981725,1600,24,12143
1,2161,5,964981710,1616,24,12161
1,2174,4,964981680,1627,24,12174
1,2193,4,964981710,1643,24,12193
1,2253,2,964981775,1673,24,12253
1,2268,4,964982989,1686,24,12268
1,2273,4,964982310,1690,24,12273
1,2291,5,964983664,1703,24,12291
1,2329,5,964983263,1733,24,12329
1,2338,2,964983546,1742,24,12338
1,2353,5,964983861,1754,24,12353
1,2366,4,964982462,1767,24,12366
1,2387,5,964983123,1787,24,12387
1,2389,2,964983094,1789,24,12389
1,2395,5,964981093,1795,24,12395
1,2406,4,964982310,1805,24,12406
1,2414,3,964982513,1813,24,12414
1,2427,5,964982242,1825,24,12427
1,2450,4,964982620,1841,24,12450
1,2459,5,964983414,1849,24,12459
1,2470,5,964982588,1857,24,12470
1,2478,4,964984169,1865,24,12478
1,2492,4,965719662,1873,24,12492
1,2502,5,964981278,1882,24,12502
1,2528,3,964982328,1903,24,12528
1,2529,5,964982242,1904,24,12529
1,2542,5,964981265,1916,24,12542
1,2571,5,964981888,1938,24,12571
1,2580,5,964983000,1945,24,12580
1,2596,5,964981144,1956,24,12596
1,2616,4,964983080,1970,24,12616
1,2617,2,964982588,1971,24,12617
1,2628,4,964980523,1978,24,12628
1,2640,4,964982377,1985,24,12640
1,2641,5,964982620,1986,24,12641
1,2644,4,964983393,1989,24,12644
1,2648,4,964983414,1990,24,12648
1,2654,5,964983393,1993,24,12654
1,2657,3,964983426,1996,24,12657
1,2692,5,964981855,2019,24,12692
1,2700,5,964980985,2027,24,12700
1,2716,5,964983414,2037,24,12716
1,2761,5,964982703,2076,24,12761
1,2797,4,964981710,2102,24,12797
1,2826,4,964980523,2125,24,12826
1,2858,5,964980868,2144,24,12858
1,2872,5,964981680,2156,24,12872
1,2899,5,964982703,2181,24,12899
1,2916,4,964982290,2192,24,12916
1,2944,5,964981872,2214,24,12944
1,2947,5,964982176,2216,24,12947
1,2948,5,964982191,2217,24,12948
1,2949,5,964981888,2218,24,12949
1,2959,5,964983282,2224,24,12959
1,2985,4,964983034,2246,24,12985
1,2987,5,964982495,2248,24,12987
1,2991,5,964982271,2252,24,12991
1,2993,5,964982242,2254,24,12993
1,2997,4,964980896,2257,24,12997
1,3033,5,964983762,2284,24,13033
1,3034,5,964982791,2285,24,13034
1,3052,5,964981208,2300,24,13052
1,3053,5,964984086,2301,24,13053
1,3062,4,964981872,2308,24,13062
1,3147,5,964983873,2370,24,13147
1,3168,4,964982495,2386,24,13168
1,3176,1,964983504,2392,24,13176
1,3243,3,964981093,2429,24,13243
1,3247,3,964983108,2432,24,13247
1,3253,5,964981107,2438,24,13253
1,3273,5,964983536,2458,24,13273
1,3386,5,964983484,2523,24,13386
1,3439,4,964981799,2568,24,13439
1,3440,4,964981799,2569,24,13440
1,3441,5,964982328,2570,24,13441
1,3448,5,964984054,2576,24,13448
1,3450,5,964981144,2578,24,13450
1,3479,4,964981725,2599,24,13479
1,3489,4,964981775,2604,24,13489
1,3527,4,964982271,2632,24,13527
1,3578,5,964980668,2670,24,13578
1,3617,4,964980683,2692,24,13617
1,3639,4,964982271,2709,24,13639
1,3671,5,964981589,2729,24,13671
1,3702,5,964983737,2760,24,13702
1,3703,5,964981909,2761,24,13703
1,3729,5,964982363,2784,24,13729
1,3740,4,964982417,2794,24,13740
1,3744,4,964980694,2798,24,13744
1,3793,5,964981855,2832,24,13793
1,3809,4,964981220,2843,24,13809
1,4006,4,964982903,2987,24,14006
1,5060,5,964984002,3668,24,15060
2,318,3,1445714835,277,103,2318
2,333,4,1445715029,291,103,2333
2,1704,4.5,1445715228,1283,103,21704
2,3578,4,1445714885,2670,103,23578
2,6874,4,1445714952,4607,103,26874
2,8798,3.5,1445714960,5294,103,28798
2,46970,4,1445715013,6236,103,246970
2,48516,4,1445715064,6298,103,248516
2,58559,4.5,1445715141,6693,103,258559
2,60756,5,1445714980,6784,103,260756
2,68157,4.5,1445715154,6993,103,268157
2,71535,3,1445714974,7137,103,271535
2,74458,4,1445714926,7241,103,274458
2,77455,3,1445714941,7306,103,277455
2,79132,4,1445714841,7355,103,279132
2,80489,4.5,1445715340,7398,103,280489
2,80906,5,1445715172,7419,103,280906
2,86345,4,1445715166,7572,103,286345
2,89774,5,1445715189,7679,103,289774
2,91529,3.5,1445714891,7750,103,291529
2,91658,2.5,1445714938,7758,103,291658
2,99114,3.5,1445714874,8045,103,299114
2,106782,5,1445714966,8287,103,2106782
2,109487,3,1445715145,8358,103,2109487
2,112552,4,1445714882,8448,103,2112552
2,114060,2,1445715276,8491,103,2114060
2,115713,3.5,1445714854,8532,103,2115713
2,122882,5,1445715272,8663,103,2122882
2,131724,5,1445714851,8810,103,2131724
3,31,0.5,1306463578,30,80,331
3,527,0.5,1306464275,461,80,3527
3,647,0.5,1306463619,545,80,3647
3,688,0.5,1306464228,565,80,3688
3,720,0.5,1306463595,585,80,3720
3,849,5,1306463611,656,80,3849
3,914,0.5,1306463567,696,80,3914
3,1093,0.5,1306463627,831,80,31093
3,1124,0.5,1306464216,852,80,31124
3,1263,0.5,1306463569,961,80,31263
3,1272,0.5,1306463624,970,80,31272
3,1275,3.5,1306463323,973,80,31275
3,1302,0.5,1306464189,999,80,31302
3,1371,3,1306463561,1053,80,31371
3,1587,4.5,1306464003,1189,80,31587
3,2018,0.5,1306464175,1492,80,32018
3,2080,0.5,1306463572,1543,80,32080
3,2090,0.5,1306464261,1552,80,32090
3,2105,2,1306463559,1566,80,32105
3,2288,4,1306463631,1700,80,32288
3,2424,0.5,1306464293,1823,80,32424
3,2851,5,1306463925,2140,80,32851
3,3024,4.5,1306464054,2278,80,33024
3,3210,0.5,1306463638,2414,80,33210
3,3703,5,1306463603,2761,80,33703
3,3949,0.5,1306464245,2941,80,33949
3,4518,5,1306463770,3330,80,34518
3,5048,0.5,1306464284,3661,80,35048
3,5181,5,1306463718,3729,80,35181
3,5746,5,1306463708,4039,80,35746
3,5764,4.5,1306464021,4044,80,35764
3,5919,5,1306463825,4116,80,35919
3,6238,0.5,1306464204,4267,80,36238
3,6835,5,1306463670,4588,80,36835
3,7899,4.5,1306464036,5042,80,37899
3,7991,5,1306463684,5070,80,37991
3,26409,4.5,1306463993,5491,80,326409
3,70946,5,1306463815,7097,80,370946
3,72378,0.5,1306464164,7168,80,372378
4,21,3,986935199,20,27,421
4,32,2,945173447,31,20,432
4,45,3,986935047,41,27,445
4,47,2,945173425,43,20,447
4,52,3,964622786,47,24,452
4,58,3,964538444,52,24,458
4,106,4,986848784,94,27,4106
4,125,5,964622758,108,24,4125
4,126,1,986848920,109,27,4126
4,162,5,945078571,135,20,4162
4,171,3,945078428,143,20,4171
4,176,5,964622565,148,24,4176
4,190,2,945079259,161,20,4190
4,215,5,945079078,183,20,4215
4,222,1,945629040,189,20,4222
4,232,5,964622684,198,24,4232
4,235,2,945173513,201,20,4235
4,247,3,986848894,211,27,4247
4,260,5,945079259,224,20,4260
4,265,5,964538468,228,24,4265
4,296,1,945173350,257,20,4296
4,319,5,945079182,278,20,4319
4,342,5,964538500,300,24,4342
4,345,4,945629063,303,20,4345
4,348,4,964622786,306,24,4348
4,351,3,986934901,309,27,4351
4,357,3,964623306,315,24,4357
4,368,4,945078690,326,20,4368
4,417,2,945078467,361,20,4417
4,441,1,986934915,384,27,4441
4,450,2,986848828,391,27,4450
4,457,5,945079259,398,20,4457
4,475,5,945174290,413,20,4475
4,492,5,945079872,429,20,4492
4,509,1,945079106,444,20,4509
4,538,5,945078636,471,20,4538
4,539,1,964538832,472,24,4539
4,553,2,945079301,485,20,4553
4,588,4,945079670,506,20,4588
4,593,5,964539986,510,24,4593
4,595,3,986848609,512,27,4595
4,599,2,945078587,515,20,4599
4,608,5,964540008,520,24,4608
4,648,3,945079906,546,20,4648
4,708,4,986935230,577,27,4708
4,759,3,945078601,604,20,4759
4,800,4,945079106,628,20,4800
4,892,4,964622714,676,24,4892
4,898,5,964623347,680,24,4898
4,899,4,945079653,681,20,4899
4,902,4,945078446,684,20,4902
4,904,4,945079837,686,20,4904
4,908,5,945173902,690,20,4908
4,910,5,945173989,692,20,4910
4,912,5,945173902,694,20,4912
4,914,5,945079670,696,20,4914
4,919,5,945079521,701,20,4919
4,920,5,945173602,702,20,4920
4,930,5,964538571,711,24,4930
4,937,3,986849085,718,27,4937
4,1025,4,945079232,783,20,41025
4,1046,5,945173654,799,20,41046
4,1057,3,964540578,808,24,41057
4,1060,2,986934819,810,27,41060
4,1073,4,945079483,815,20,41073
4,1077,5,945173692,816,20,41077
4,1079,2,945078946,818,20,41079
4,1080,5,986934696,819,27,41080
4,1084,5,945079259,823,20,41084
4,1086,5,964539723,825,24,41086
4,1094,3,964538500,832,24,41094
4,1103,5,964539723,839,24,41103
4,1136,5,986934625,862,27,41136
4,1179,4,964539180,883,24,41179
4,1183,1,964778513,885,24,41183
4,1188,5,964538500,890,24,41188
4,1196,5,964538763,897,24,41196
4,1197,5,964538763,898,24,41197
4,1198,3,964538728,899,24,41198
4,1199,2,945078967,900,20,41199
4,1203,5,945174025,904,20,41203
4,1211,1,964539205,911,24,41211
4,1213,4,945079729,913,20,41213
4,1219,4,964539961,919,24,41219
4,1225,4,964539326,925,24,41225
4,1250,5,945174008,948,20,41250
4,1259,4,964538728,957,24,41259
4,1265,4,964622684,963,24,41265
4,1266,4,986849037,964,27,41266
4,1279,2,986934832,977,27,41279
4,1282,5,945079653,980,20,41282
4,1283,5,945078690,981,20,41283
4,1288,4,945079653,986,20,41288
4,1291,4,964538763,989,24,41291
4,1304,3,945078467,1001,20,41304
4,1391,1,945173766,1070,20,41391
4,1449,5,945079767,1112,20,41449
4,1466,4,945173492,1123,20,41466
4,1500,4,964622830,1145,24,41500
4,1517,4,945079790,1153,20,41517
4,1580,3,986935244,1182,27,41580
4,1597,1,945079906,1198,20,41597
4,1617,2,945079837,1217,20,41617
4,1641,4,964622758,1231,24,41641
4,1704,1,945629015,1283,20,41704
4,1719,4,945079956,1289,20,41719
4,1732,4,945079889,1297,20,41732
4,1733,5,945079143,1298,20,41733
4,1734,3,964539357,1299,24,41734
4,1834,5,945174134,1347,20,41834
4,1860,2,986849001,1362,27,41860
4,1883,4,964622642,1373,24,41883
4,1885,3,964622617,1375,24,41885
4,1892,2,964539431,1380,24,41892
4,1895,4,945629179,1383,20,41895
4,1907,3,964540505,1389,24,41907
4,1914,4,964622714,1395,24,41914
4,1916,1,986934786,1396,27,41916
4,1923,3,986934870,1403,27,41923
4,1947,5,945079653,1423,20,41947
4,1966,2,964622684,1442,24,41966
4,1967,5,945078967,1443,20,41967
4,1968,4,986934786,1444,27,41968
4,2019,2,945078690,1493,20,42019
4,2076,4,945079052,1540,20,42076
4,2078,5,945079521,1542,20,42078
4,2109,4,986935016,1570,27,42109
4,2145,3,986935328,1602,27,42145
4,2150,5,986934738,1607,27,42150
4,2174,5,964539855,1627,24,42174
4,2186,5,945174008,1639,20,42186
4,2203,4,945079729,1649,20,42203
4,2204,5,964540008,1650,24,42204
4,2282,1,945629238,1696,20,42282
4,2324,1,964622590,1729,24,42324
4,2336,2,964538964,1740,24,42336
4,2351,4,945078467,1752,20,42351
4,2359,4,964622590,1760,24,42359
4,2390,5,945079164,1790,20,42390
4,2395,3,964623306,1795,24,42395
4,2406,4,986935302,1805,27,42406
4,2467,4,945079858,1854,20,42467
4,2571,1,945173385,1938,20,42571
4,2583,5,945078863,1948,20,42583
4,2599,5,964622684,1959,24,42599
4,2628,1,986848894,1978,27,42628
4,2683,4,945079790,2013,20,42683
4,2692,5,945079013,2019,20,42692
4,2712,2,945078542,2035,20,42712
4,2762,4,964539986,2077,24,42762
4,2763,1,964778621,2078,24,42763
4,2770,2,945173553,2083,20,42770
4,2791,5,964539628,2096,24,42791
4,2843,5,945078814,2135,20,42843
4,2858,5,964539140,2144,24,42858
4,2874,4,986935016,2157,27,42874
4,2921,4,945078708,2196,20,42921
4,2926,5,986934870,2200,27,42926
4,2959,2,945078528,2224,20,42959
4,2973,2,945078946,2236,20,42973
4,2997,4,986848610,2257,27,42997
4,3033,4,986936200,2284,27,43033
4,3044,5,945079920,2295,20,43044
4,3060,4,986934884,2306,27,43060
4,3079,3,964778197,2323,24,43079
4,3083,5,964622487,2326,24,43083
4,3160,4,964539121,2380,24,43160
4,3175,1,964538930,2391,24,43175
4,3176,4,964539771,2392,24,43176
4,3204,4,964539828,2411,24,43204
4,3255,4,964623306,2440,24,43255
4,3317,4,986934498,2486,27,43317
4,3358,3,964622758,2507,24,43358
4,3365,5,964538329,2514,24,43365
4,3386,4,964539395,2523,24,43386
4,3408,4,986849238,2543,27,43408
4,3481,2,964538243,2601,24,43481
4,3489,1,986848908,2604,27,43489
4,3508,5,964538351,2619,24,43508
4,3538,2,986849212,2640,27,43538
4,3591,1,986935199,2677,27,43591
4,3788,3,964539085,2827,24,43788
4,3809,3,986936207,2843,27,43809
4,3851,5,986849180,2876,27,43851
4,3897,4,986934465,2903,27,43897
4,3911,3,986849149,2912,27,43911
4,3967,4,986849164,2955,27,43967
4,3996,4,986849130,2979,27,43996
4,4002,3,986934819,2984,27,44002
4,4014,1,986849254,2994,27,44014
4,4020,3,986848856,3000,27,44020
4,4021,4,986849180,3001,27,44021
4,4027,3,986849201,3006,27,44027
4,4029,3,986849226,3007,27,44029
4,4033,4,986849149,3011,27,44033
4,4034,5,986848753,3012,27,44034
4,4074,3,986848665,3038,27,44074
4,4121,4,986934901,3065,27,44121
4,4144,3,986848685,3083,27,44144
4,4166,3,986848700,3099,27,44166
4,4226,2,1007569424,3136,31,44226
4,4239,5,986848685,3147,27,44239
4,4246,4,1007574542,3152,31,44246
4,4252,3,1007569465,3156,31,44252
4,4260,2,1007569424,3161,31,44260
4,4273,4,1007574470,3168,31,44273
4,4308,1,1007569465,3191,31,44308
4,4347,4,1007569586,3214,31,44347
4,4381,3,1007574509,3236,31,44381
4,4641,1,1007569586,3407,31,44641
4,4741,3,1007574532,3470,31,44741
4,4765,5,1007569445,3481,31,44765
4,4881,3,1007569445,3560,31,44881
4,4896,4,1007574532,3569,31,44896
4,4902,4,1007569465,3574,31,44902
4,4967,5,1007569424,3613,31,44967
5,1,4,847434962,0,4,51
5,21,4,847435238,20,4,521
5,34,4,847434881,32,4,534
5,36,4,847435292,33,4,536
5,39,3,847434961,35,4,539
5,50,4,847434881,46,4,550
5,58,5,847435238,52,4,558
5,110,4,847434880,97,4,5110
5,150,3,847434748,123,4,5150
5,153,3,847434802,126,4,5153
5,232,4,847435292,198,4,5232
5,247,5,847435337,211,4,5247
5,253,3,847435292,217,4,5253
5,261,4,847435238,225,4,5261
5,265,3,847435129,228,4,5265
5,266,1,847435311,229,4,5266
5,290,5,847435311,251,4,5290
5,296,5,847434748,257,4,5296
5,300,3,847435337,260,4,5300
5,316,2,847434832,275,4,5316
5,318,3,847434880,277,4,5318
5,344,3,847434802,302,4,5344
5,349,3,847434832,307,4,5349
5,357,2,847435238,315,4,5357
5,364,3,847434882,322,4,5364
5,367,4,847435129,325,4,5367
5,380,2,847434748,337,4,5380
5,410,3,847435292,355,4,5410
5,457,4,847434801,398,4,5457
5,474,4,847435337,412,4,5474
5,475,5,847435311,413,4,5475
5,515,3,847435129,450,4,5515
5,527,5,847434960,461,4,5527
5,531,4,847435258,464,4,5531
5,534,3,847435311,467,4,5534
5,588,4,847434801,506,4,5588
5,589,3,847435258,507,4,5589
5,590,5,847434747,508,4,5590
5,592,3,847434747,509,4,5592
5,594,5,847435238,511,4,5594
5,595,5,847434832,512,4,5595
5,596,5,847435292,513,4,5596
5,597,3,847434962,514,4,5597
5,608,3,847435258,520,4,5608
6,2,4,845553522,1,4,62
6,3,5,845554296,2,4,63
6,4,3,845554349,3,4,64
6,5,5,845553938,4,4,65
6,6,4,845553757,5,4,66
6,7,4,845554264,6,4,67
6,8,3,845555281,7,4,68
6,10,3,845553253,9,4,610
6,11,4,845553489,10,4,611
6,13,3,845555588,12,4,613
6,15,4,845554505,14,4,615
6,16,4,845553819,15,4,616
6,17,4,845553559,16,4,617
6,19,2,845553382,18,4,619
6,21,2,845553382,20,4,621
6,22,5,845553875,21,4,622
6,24,4,845554397,23,4,624
6,25,3,845553695,24,4,625
6,26,4,845555362,25,4,626
6,27,3,845555402,26,4,627
6,31,3,845553819,30,4,631
6,32,4,845553426,31,4,632
6,34,4,845553354,32,4,634
6,36,5,845553726,33,4,636
6,41,4,845554962,37,4,641
6,43,4,845555607,39,4,643
6,45,3,845553907,41,4,645
6,46,4,845554551,42,4,646
6,47,4,845553317,43,4,647
6,50,1,845553381,46,4,650
6,54,4,845555402,49,4,654
6,60,4,845554263,53,4,660
6,61,4,845555454,54,4,661
6,62,4,845553660,55,4,662
6,65,3,845555070,58,4,665
6,66,3,845555151,59,4,666
6,76,4,845555317,68,4,676
6,79,3,845554907,71,4,679
6,86,5,845556131,77,4,686
6,87,3,845555300,78,4,687
6,88,2,845555694,79,4,688
6,89,4,845555124,80,4,689
6,92,4,845555454,81,4,692
6,93,4,845554584,82,4,693
6,95,4,845553559,84,4,695
6,100,3,845555151,88,4,6100
6,102,1,845555436,90,4,6102
6,104,4,845554349,92,4,6104
6,105,3,845553757,93,4,6105
6,110,5,845553283,97,4,6110
6,112,4,845553994,99,4,6112
6,113,3,845556257,100,4,6113
6,126,3,845555342,109,4,6126
6,135,3,845554987,113,4,6135
6,140,3,845555024,115,4,6140
6,141,4,845553586,116,4,6141
6,145,4,845553966,118,4,6145
6,146,4,845555607,119,4,6146
6,150,4,845553110,123,4,6150
6,151,4,845553586,124,4,6151
6,153,3,845553146,126,4,6153
6,158,4,845553660,131,4,6158
6,159,3,845555006,132,4,6159
6,160,5,845553457,133,4,6160
6,161,3,845553253,134,4,6161
6,163,3,845553907,136,4,6163
6,165,3,845553146,138,4,6165
6,168,5,845553695,140,4,6168
6,170,3,845554263,142,4,6170
6,171,3,845555402,143,4,6171
6,174,3,845554479,146,4,6174
6,177,3,845554931,149,4,6177
6,179,1,845555362,151,4,6179
6,180,2,845555006,152,4,6180
6,181,3,845553938,153,4,6181
6,185,3,845553283,156,4,6185
6,186,3,845553619,157,4,6186
6,189,3,845556241,160,4,6189
6,191,2,845554931,162,4,6191
6,195,4,845554455,165,4,6195
6,196,3,845553586,166,4,6196
6,201,3,845556290,169,4,6201
6,204,3,845553619,172,4,6204
6,205,3,845555477,173,4,6205
6,207,4,845554024,175,4,6207
6,208,3,845553253,176,4,6208
6,209,3,845556106,177,4,6209
6,210,4,845556310,178,4,6210
6,212,4,845556181,180,4,6212
6,216,4,845554099,184,4,6216
6,217,3,845555382,185,4,6217
6,218,2,845553994,186,4,6218
6,219,3,845556131,187,4,6219
6,222,4,845554024,189,4,6222
6,224,3,845553794,191,4,6224
6,225,4,845553381,192,4,6225
6,230,5,845553966,196,4,6230
6,231,3,845553174,197,4,6231
6,234,2,845554176,200,4,6234
6,236,4,845553559,202,4,6236
6,237,4,845553875,203,4,6237
6,239,3,845554987,205,4,6239
6,240,3,845555571,206,4,6240
6,243,3,845555588,209,4,6243
6,248,5,845554263,212,4,6248
6,250,4,845555588,214,4,6250
6,251,3,845556257,215,4,6251
6,252,4,845553619,216,4,6252
6,253,3,845553283,217,4,6253
6,254,3,845555655,218,4,6254
6,256,3,845553726,220,4,6256
6,257,5,845554176,221,4,6257
6,258,3,845555172,222,4,6258
6,261,4,845553695,225,4,6261
6,262,5,845554551,226,4,6262
6,265,3,845553726,228,4,6265
6,266,3,845553457,229,4,6266
6,267,3,845554376,230,4,6267
6,270,3,845555172,232,4,6270
6,271,4,845555249,233,4,6271
6,273,3,845553875,235,4,6273
6,274,4,845555151,236,4,6274
6,276,4,845553907,238,4,6276
6,277,5,845553844,239,4,6277
6,279,3,845555436,241,4,6279
6,281,4,845554320,243,4,6281
6,282,3,845553522,244,4,6282
6,288,2,845553283,249,4,6288
6,289,3,845554455,250,4,6289
6,291,3,845555571,252,4,6291
6,292,4,845553253,253,4,6292
6,293,3,845553660,254,4,6293
6,296,2,845553110,257,4,6296
6,302,3,845555436,262,4,6302
6,303,3,845554099,263,4,6303
6,304,4,845555546,264,4,6304
6,310,3,845556119,269,4,6310
6,312,1,845555151,271,4,6312
6,313,3,845555546,272,4,6313
6,314,5,845554603,273,4,6314
6,315,4,845553522,274,4,6315
6,316,5,845553174,275,4,6316
6,317,4,845553457,276,4,6317
6,318,5,845553200,277,4,6318
6,327,1,845554062,285,4,6327
6,329,4,845553200,287,4,6329
6,330,3,845555071,288,4,6330
6,332,3,845555046,290,4,6332
6,333,5,845553757,291,4,6333
6,336,3,845556223,294,4,6336
6,337,5,845553586,295,4,6337
6,339,4,845553253,297,4,6339
6,340,4,845555265,298,4,6340
6,342,3,845553938,300,4,6342
6,343,3,845555172,301,4,6343
6,344,3,845553146,302,4,6344
6,347,3,845555300,305,4,6347
6,348,3,845553938,306,4,6348
6,349,5,845553146,307,4,6349
6,350,5,845553489,308,4,6350
6,351,4,845554455,309,4,6351
6,352,3,845555382,310,4,6352
6,353,4,845553726,311,4,6353
6,354,4,845555402,312,4,6354
6,355,4,845553819,313,4,6355
6,356,5,845553200,314,4,6356
6,357,3,845553457,315,4,6357
6,358,3,845555265,316,4,6358
6,359,3,845556412,317,4,6359
6,360,3,845555094,318,4,6360
6,361,4,845554376,319,4,6361
6,362,3,845553994,320,4,6362
6,364,5,845553317,322,4,6364
6,366,3,845554962,324,4,6366
6,367,4,845553317,325,4,6367
6,368,5,845553726,326,4,6368
6,370,4,845553794,328,4,6370
6,371,3,845554141,329,4,6371
6,374,3,845554296,332,4,6374
6,377,5,845553317,334,4,6377
6,378,3,845554987,335,4,6378
6,380,4,845553110,337,4,6380
6,381,3,845553994,338,4,6381
6,382,3,845554397,339,4,6382
6,383,3,845554320,340,4,6383
6,405,3,845554603,350,4,6405
6,410,3,845553354,355,4,6410
6,412,3,845554505,356,4,6412
6,415,4,845554420,359,4,6415
6,416,3,845554962,360,4,6416
6,419,3,845554224,363,4,6419
6,426,3,845554551,370,4,6426
6,432,5,845553489,376,4,6432
6,434,4,845553200,378,4,6434
6,435,3,845553489,379,4,6435
6,437,3,845554505,381,4,6437
6,440,4,845553457,383,4,6440
6,445,3,845555124,387,4,6445
6,450,4,845555024,391,4,6450
6,454,4,845553283,395,4,6454
6,455,3,845554062,396,4,6455
6,457,5,845553174,398,4,6457
6,458,3,845555546,399,4,6458
6,460,3,845555281,401,4,6460
6,466,2,845553844,404,4,6466
6,468,4,845553907,406,4,6468
6,469,4,845555477,407,4,6469
6,472,3,845555632,410,4,6472
6,474,4,845553522,412,4,6474
6,475,4,845554099,413,4,6475
6,477,4,845554141,415,4,6477
6,480,5,845553200,418,4,6480
6,485,3,845553794,422,4,6485
