movieId,bin,bias
8,13,0.0
8,14,0.0
8,15,0.0
9,1,-0.15906985081257258
9,2,0.17501615867366105
9,3,0.0
9,4,0.0
9,5,0.0
9,6,0.0
9,7,-0.08377621871717145
9,8,0.0
9,9,0.0
9,10,-0.08687956758775611
9,11,0.0
9,12,0.0
9,13,0.0
9,14,-0.10919272633056985
9,15,0.0
10,1,-0.08609201128352523
10,2,-0.11250940986014576
10,3,-0.21569766312978295
10,4,-0.13500248200939
10,5,0.027838777288875304
10,6,-0.012500526615687402
10,7,-0.042209060588091325
10,8,0.2266403650306854
10,9,0.11814761025240064
10,10,-0.013574829592069886
10,11,-0.04968634022110063
10,12,0.1608925259700323
10,13,0.06183444131887176
10,14,0.18847127225224444
10,15,-0.04420957968469285
11,1,0.27399566001644543
11,2,0.11505947636001755
11,3,-0.037379665343679445
11,4,-0.2816736967180386
11,5,0.03931232849416693
11,6,0.03509715804590808
11,7,0.08530266947434224
11,8,-0.0267778301128807
11,9,-0.011469771297127835
11,10,0.0
11,11,-0.27918034352567783
11,12,0.0
11,13,-0.048206805362986827
11,14,-0.04169919155657009
11,15,-0.022451413794397714
12,1,-0.3357466648116789
12,2,-0.06779153815530559
12,3,0.0
12,4,-0.24417990415648116
12,5,-0.06238015526324547
12,6,0.0
12,7,0.0
12,8,0.07004906898396306
12,9,0.0
12,10,0.0
12,11,0.17628124234837508
12,12,0.0
12,13,0.0
12,14,0.08029636237467254
12,15,0.0
13,1,-0.061415435018700636
13,2,0.0
13,3,0.02813378438467845
13,4,-0.00568247563172356
13,5,0.05029688990131964
13,6,0.0
13,7,0.0
13,8,0.0
13,9,0.0
13,10,0.0
13,11,0.0
13,12,0.0
13,13,-0.020013287705870922
13,14,-0.03381938535766183
13,15,0.0
14,1,0.04983640976892566
14,2,0.06083370938377873
14,3,0.0
14,4,0.0
14,5,0.0
14,6,0.03068318556909374
14,7,-0.04727110431908335
14,8,0.0
14,9,0.0
14,10,0.0
14,11,0.0
14,12,0.0
14,13,0.0
14,14,0.0
14,15,0.0
15,1,-0.07961022906201745
15,2,0.0
15,3,0.0
15,4,-0.06931828107978442
15,5,0.0
15,6,0.0
15,7,0.0
15,8,0.008787921516681103
15,9,0.0
15,10,0.0
15,11,0.0
15,12,0.0
15,13,0.0
15,14,0.0
15,15,-0.10042523788067338
16,1,0.11311324940701291
16,2,0.06117379825105564
16,3,-0.022467358490680756
16,4,-0.042567544403910154
16,5,0.07800543488465721
16,6,-0.2840067188847403
16,7,-0.09585875056446744
16,8,0.1841261741191218
16,9,0.0019918148494096474
16,10,0.04587593342978442
16,11,-0.01831006605872318
16,12,-0.01228389430360416
16,13,0.08100161432947617
16,14,0.06129552080888263
16,15,0.057935988335629574
17,1,0.06695829585150223
17,2,0.04195317094911042
17,3,-0.06487005327233619
17,4,0.12379195451680693
17,5,0.029295785976589835
17,6,0.03209582079304111
17,7,0.07440133548767608
17,8,0.012690685118102429
17,9,0.03578011418701685
17,10,0.0
17,11,0.22082246781343826
17,12,0.0
17,13,-0.09900643256114468
17,14,-0.1667608820938087
17,15,-0.2686201523141663
18,1,-0.012834770676588158
18,2,0.04306969583690426
18,3,0.0
18,4,0.0
18,5,0.0
18,6,-0.02892314652724516
18,7,-0.0024336292818249064
18,8,-0.010338189766275145
18,9,0.03554301917812606
18,10,0.0
18,11,-0.14083905116542786
18,12,0.0
18,13,0.18493418384453042
18,14,0.01287259065713848
18,15,0.0
19,1,-0.21428640518708195
19,2,0.07546820923513957
19,3,0.0
19,4,-0.20605038223774633
19,5,-0.09846204611596904
19,6,-0.005555772494648281
19,7,-0.12285267775870637
19,8,0.03798716242975843
19,9,0.10066075949646183
19,10,0.04799712721486391
19,11,-0.3013134156819036
19,12,0.0
19,13,0.11867285258495737
19,14,0.2684837801751956
19,15,0.026718236415162844
20,1,-0.44293573052446755
20,2,0.0
20,3,0.0
20,4,0.0
20,5,0.02220945381792478
20,6,0.0
20,7,0.0
20,8,0.06680256933565676
20,9,0.01549732258113603
20,10,0.07124131490875978
20,11,0.04065525851259286
20,12,0.0
20,13,0.0
20,14,-0.08266762199297817
20,15,0.0
21,1,-0.07611051319912547
21,2,0.093302494813686
21,3,0.27066968353323373
21,4,0.029026801394263457
21,5,-0.046308450497518194
21,6,0.03054072695248999
21,7,0.06109720531451559
21,8,-0.07654082100165732
21,9,0.02369255243671841
21,10,0.0
21,11,-0.07607871460733909
21,12,0.0
21,13,-0.1426037192199342
21,14,0.10115141069804222
21,15,-0.11612869781763017
22,1,0.04954592018677271
22,2,-0.07635078705605197
22,3,-0.03017470147039165
22,4,-0.01168411251091264
22,5,-0.030247665497814796
22,6,-0.1013803000130577
22,7,-0.04055387145583101
22,8,0.03772006051119469
22,9,0.0
22,10,0.0
22,11,0.0
22,12,0.0
22,13,-0.030439248363387347
22,14,0.0
22,15,-0.02106690377987541
23,1,0.15377394192392974
23,2,0.0
23,3,0.0
23,4,-0.11271270930507814
23,5,0.01756522648446059
23,6,0.0
23,7,0.0
23,8,0.0409293886604951
23,9,-0.14498625916846827
23,10,-0.044698339945955456
23,11,0.0
23,12,0.0
23,13,0.0
23,14,-0.15498676527094038
23,15,0.0
24,1,0.04094782938269923
24,2,-0.13292107180913185
24,3,0.002949266013075764
24,4,0.09241032833344992
24,5,0.05788331346393509
24,6,-0.07472548215797423
24,7,-0.11203892113048823
24,8,0.02749401803600189
24,9,-0.04984031873426888
24,10,0.0
24,11,-0.0659380583931945
24,12,0.0
24,13,0.0
24,14,-0.014490533572172858
24,15,-0.04505966909678574
25,1,-0.051097550980383426
25,2,0.39458194989101875
25,3,-0.05914506105659872
25,4,-0.2895483577875388
25,5,0.22325280149945695
25,6,-0.05977207498834439
25,7,-0.1696087005633144
25,8,0.050846455129175704
25,9,0.0
25,10,0.045042323331072796
25,11,0.0
25,12,0.012408289177316208
25,13,-0.14690032525597638
25,14,0.0
25,15,-0.16799606941106407
26,1,0.014229061096686002
26,2,0.04247646349827315
26,3,0.0
26,4,0.0
26,5,0.0
26,6,0.04701550374163354
26,7,-0.08877258710680552
26,8,-0.0316660641988119
26,9,0.04620696787352684
26,10,0.0
26,11,0.0
26,12,0.0
26,13,0.0
26,14,-0.037189134628723225
26,15,0.0
27,1,0.05000254563343505
27,2,0.0
27,3,0.0
27,4,-0.11029304485069512
27,5,0.0
27,6,-0.1007996455459875
27,7,0.0
27,8,-0.028460779431535233
27,9,0.0
27,10,0.0
27,11,0.0
27,12,0.0
27,13,-0.02358836935621937
27,14,0.0
27,15,0.0
28,1,0.11451416087357318
28,2,0.0
28,3,0.18090455146527332
28,4,0.0
28,5,0.0
28,6,0.04250482927646369
28,7,0.02405690538363441
28,8,0.028813763506882972
28,9,0.0
28,10,0.0006977663831380089
28,11,0.0
28,12,0.0
28,13,-0.10987562509932852
28,14,0.0
28,15,0.0
29,1,-0.03417720107903905
29,2,0.06203427491106726
29,3,0.11815429749841946
29,4,-0.17223861692898962
29,5,0.13438938762959568
29,6,-0.010555557185470304
29,7,0.0898435678492195
29,8,-0.015114402234035365
29,9,0.13228606311231328
29,10,-0.06849179220866339
29,11,0.115881562024655
29,12,0.0
29,13,-0.08463635775449711
29,14,0.018752562731255643
29,15,0.0
31,1,0.07743170066934153
31,2,-0.09833412782603539
31,3,0.0
31,4,0.0
31,5,0.04029148338463282
31,6,-0.19934968143549367
31,7,0.0
31,8,-0.16200471536260166
31,9,0.0
31,10,0.04414167022859406
31,11,-0.027466405698738882
31,12,0.08059617753876203
31,13,0.13063471475877336
31,14,-0.10503897346477135
31,15,0.0
32,1,-0.03291957398604427
32,2,-0.028993888647908306
32,3,-0.00571914182517235
32,4,0.2618589739064543
32,5,0.05766672599823587
32,6,0.04153654738075898
32,7,-0.0031473315311115074
32,8,0.0004910651929105314
32,9,0.12433567283410134
32,10,0.06313230742093187
32,11,-0.0894863864522109
32,12,-0.08858349345196861
32,13,-0.01586185903154942
32,14,-0.04357549552780557
32,15,-0.06103851591110516
34,1,0.30889239589384576
34,2,0.0
34,3,0.19082467971303818
34,4,0.026241626444189464
34,5,-0.13470245045198564
34,6,-0.014454863539591467
34,7,-0.11763312735884836
34,8,-0.06424216217965799
34,9,-0.2646458844516529
34,10,-0.10058002086708341
34,11,-0.09428654889852463
34,12,0.0
34,13,-0.11095447574835855
34,14,-0.03544085634058656
34,15,-0.14743379807375412
36,1,0.1049162233229091
36,2,-0.009164650358031696
36,3,0.13303556862705998
36,4,-0.056785318300462004
36,5,0.11697307847176325
36,6,-0.06480220050358577
36,7,-0.03615484851422745
36,8,-0.02489882996719471
36,9,0.08313408288385737
36,10,0.0
36,11,-0.0568152605383288
36,12,0.0
36,13,-0.15937875250365327
36,14,0.0
36,15,0.0
39,1,-0.08211795762688792
39,2,-0.07306004769239242
39,3,-0.10689477889240173
39,4,-0.12490396396214276
39,5,0.1261170055132313
39,6,-0.11786769462022985
39,7,-0.06750498431216981
39,8,-0.0646994276739782
39,9,0.13746701381951368
39,10,-0.04642322213200953
39,11,0.11308616506356645
39,12,0.0
39,13,0.1773550965042324
39,14,0.20908433553586198
39,15,0.11803826195803048
41,1,-0.039755510902743985
41,2,-0.058943692824191866
41,3,0.1576672620422889
41,4,0.0
41,5,0.023606219013296903
41,6,0.005391893012899201
41,7,0.02721383391850435
41,8,0.0
41,9,0.0
41,10,0.0
41,11,0.0
41,12,0.0
41,13,0.0
41,14,-0.04623176109037217
41,15,0.0
42,1,-0.034073612151949116
42,2,0.0
42,3,-0.07337186957386124
42,4,-0.040823623237343794
42,5,0.0
42,6,0.0
42,7,0.0
42,8,0.0
42,9,0.02530584362001783
42,10,0.0
42,11,0.0
42,12,0.0
42,13,0.0
42,14,0.017986116933609294
42,15,0.0
43,1,0.0554572086397197
43,2,-0.05613564863484078
43,3,0.0
43,4,-0.033813428940721986
43,5,0.0
43,6,0.013927873161247401
43,7,0.0
43,8,0.0
43,9,0.0
43,10,0.0
43,11,0.0
43,12,0.0
43,13,0.0
43,14,0.0
43,15,0.0079039976771754
44,1,-0.07057202504890686
44,2,-0.07587364478091839
44,3,0.0
44,4,-0.11644356236074506
44,5,0.05848792749164097
44,6,0.02451027226162632
44,7,-0.2347992492717023
44,8,0.08268707681608026
44,9,0.0
44,10,-0.10435501237923452
44,11,0.0
44,12,-0.14966468890687765
44,13,-0.009575644627744845
44,14,0.07120521324071334
44,15,0.0
45,1,0.04047575194883067
45,2,0.0
45,3,0.002422694905295487
45,4,0.018911401312532446
45,5,-0.09341814072787315
45,6,-0.10411684440536421
45,7,0.11009318132660424
45,8,-0.061803871754484034
45,9,0.0
45,10,0.0
45,11,0.0
45,12,0.0
45,13,0.0
45,14,-0.03076591127546239
45,15,0.0
46,1,0.054543771622440534
46,2,-0.05620236598606369
46,3,-0.06768985869796333
46,4,-0.061493217809256456
46,5,0.0
46,6,-0.026942261357256747
46,7,0.05588544748640642
46,8,0.03033917835327277
46,9,0.022504925701558806
46,10,0.0
46,11,0.004476393125646633
46,12,0.0
46,13,0.0
46,14,0.0
46,15,0.0
47,1,-0.06873876587949201
47,2,0.17298317791814286
47,3,-0.20204069752073364
47,4,0.0432415174706995
47,5,-0.09570152378867179
47,6,0.11167549809435899
47,7,0.14309785765625513
47,8,-0.013564001826824542
47,9,-0.10943280298660256
47,10,0.021533328466931033
47,11,0.017302255534881534
47,12,-0.04008600091047447
47,13,0.14442138951968272
47,14,0.11477520762966545
47,15,-0.012173329625423474
48,1,-0.07352694922962014
48,2,0.0
48,3,0.0
48,4,0.00958685609416366
48,5,-0.057687478919692475
48,6,-0.026149326814574922
48,7,-0.13966444486550297
48,8,0.009535912487417407
48,9,0.0
48,10,0.001278705145214063
48,11,0.11644592169597019
48,12,0.05504716309029593
48,13,0.12080112607538337
48,14,-0.05722516552894341
48,15,-0.0693833108692935
50,1,-0.17881104892712754
50,2,0.057465489130270615
50,3,0.09336312164657778
50,4,0.16875970221116401
50,5,0.06313122927923312
50,6,0.036030159085450736
50,7,0.03653912401984148
50,8,0.11429955004302561
50,9,0.018601228230428382
50,10,0.10402548281365644
50,11,0.017981165487543662
50,12,-0.19229741266479272
50,13,0.056499014699711005
50,14,0.05564446355873827
50,15,-0.07080548843833574
52,1,-0.02203014723637131
52,2,0.1099615066615766
52,3,0.017760166594817214
52,4,-0.2537734062946607
52,5,0.0
52,6,-0.009521239026547168
52,7,-0.013302008381241591
52,8,0.0
52,9,0.068846323531806
52,10,0.0
52,11,0.0
52,12,0.0
52,13,0.0
52,14,0.01738664780951422
52,15,0.0
57,1,0.06692003752452677
57,2,-0.04465892408105742
57,3,0.0
57,4,-0.13244616931581982
57,5,0.0
57,6,-0.01679083927522687
57,7,0.0
57,8,0.0
57,9,0.0
57,10,0.0
57,11,0.0
57,12,0.0
57,13,0.0
57,14,0.0
57,15,-0.022116688683045692
58,1,0.2462317085407068
58,2,0.16712257956087634
58,3,-0.049018462217090795
58,4,-0.054681930693956216
58,5,0.018193712473790678
58,6,-0.03303886707564594
58,7,-0.16541307511229691
58,8,-0.0879090519527571
58,9,0.0
58,10,0.09698484060204587
58,11,0.0
58,12,0.0
58,13,0.0
58,14,0.0
58,15,0.0
60,1,0.2021573605863285
60,2,-0.21586125293564748
60,3,0.03959997609825053
60,4,-0.2376009607365412
60,5,0.0
60,6,0.03134102157941712
60,7,-0.07125334847606704
60,8,-0.1066361935267431
60,9,0.0
60,10,-0.028217542923930184
60,11,0.0
60,12,-0.02324555659493075
60,13,0.03989715695282786
60,14,0.05229818611032228
60,15,-0.052636858730993524
61,1,-0.01651136876884142
61,2,0.0
61,3,0.0
61,4,0.0
61,5,0.0
61,6,0.0
61,7,0.0
61,8,0.0
61,9,0.0
61,10,0.0
61,11,0.0
61,12,0.0
61,13,0.0
61,14,0.0
61,15,0.0
62,1,0.3274750730042436
62,2,-0.01784259992586115
62,3,-0.1964474157486142
62,4,-0.11742859352974096
62,5,-0.0055331293817393505
62,6,-0.0682773175651357
62,7,-0.12357223894094062
62,8,-0.08796033970225291
62,9,-0.03076868358961235
62,10,-0.025425357141968294
62,11,0.0
62,12,0.0
62,13,-0.03280147053429331
62,14,-0.047044190480386966
62,15,0.021361268096054386
63,1,-0.030577453724789264
63,2,-0.016665545185373394
63,3,0.0
63,4,0.0
63,5,0.0
63,6,0.015384810294122158
63,7,-0.25019795361861236
63,8,0.0
63,9,0.0
63,10,0.0
63,11,0.07500396183108549
63,12,0.0
63,13,0.0
63,14,0.0
63,15,0.0
65,1,-0.0033064420485385067
65,2,0.09025081612744407
65,3,0.0
65,4,-0.2308605991983681
65,5,-0.14353898272857643
65,6,0.011842199019436362
65,7,-0.0753781600147032
65,8,-0.1029462127869909
65,9,0.0
65,10,-0.10689499664569366
65,11,0.1293774912454843
65,12,-0.09090645206626127
65,13,0.0
65,14,0.0
65,15,0.0775799386269545
66,1,-0.038684003392178694
66,2,0.015906829157423735
66,3,0.0
66,4,0.0
66,5,0.0
66,6,0.0
66,7,0.0
66,8,-0.25611571494471114
66,9,0.0
66,10,0.0
66,11,0.0
66,12,0.0
66,13,0.0
66,14,0.0
66,15,0.0
69,1,-0.0366667075547831
69,2,0.0
69,3,0.019478097216802357
69,4,0.06151422828534663
69,5,0.007713546716515658
69,6,0.0
69,7,-0.08467486671485613
69,8,0.06804725442975475
69,9,0.0
69,10,0.0
69,11,0.03758821009479657
69,12,0.0
69,13,0.0
69,14,0.09368779903065275
69,15,0.0
70,1,0.04218787544700014
70,2,-0.0823542768926112
70,3,-0.12896406937963664
70,4,-0.2560341707108029
70,5,-0.1949741388945221
70,6,0.0455201125015273
70,7,-0.08989206963739955
70,8,0.18383607566090773
70,9,0.10530013766854354
70,10,0.0
70,11,0.13917942456284288
70,12,-0.12453458674025222
70,13,-0.000772812955203872
70,14,0.23296804798872456
70,15,0.021862427532989993
72,1,0.04769526314230688
72,2,0.0
72,3,0.0
72,4,-0.05867870382989992
72,5,0.0
72,6,0.0
72,7,0.0
72,8,0.0
72,9,0.0
72,10,0.0
72,11,0.05156760336706918
72,12,0.0
72,13,0.0
72,14,0.0
72,15,0.0
73,1,-0.03212416225155837
73,2,0.0
73,3,0.02504737213852807
73,4,0.0
73,5,0.0
73,6,0.006629250640876624
73,7,-0.10756748397096173
73,8,0.030331470670061735
73,9,0.09398383729477057
73,10,-0.05806080407394058
73,11,0.0
73,12,0.0
73,13,0.0
73,14,0.0
73,15,0.0
74,1,0.12085346224045757
74,2,0.07146751292792174
74,3,0.0
74,4,-0.10815052110870531
74,5,0.0
74,6,0.0
74,7,0.0
74,8,0.0
74,9,0.0
74,10,0.0
74,11,0.0
74,12,0.0
74,13,0.0
74,14,0.0
74,15,0.0
76,1,-0.1480555433541379
76,2,0.15064085128857677
76,3,0.0
76,4,0.0
76,5,-0.00539447419509062
76,6,0.0
76,7,0.0
76,8,0.026329591576062582
76,9,0.10019891485958822
76,10,0.0
76,11,0.0
76,12,0.0
76,13,0.0
76,14,-0.06909862516055706
76,15,0.0
79,1,0.1531229859611279
79,2,-0.09081606361801561
79,3,0.0
79,4,-0.24416603140442025
79,5,0.0
79,6,0.0
79,7,0.0
79,8,-0.12343650604561157
79,9,0.0
79,10,0.0
79,11,0.0
79,12,0.0
79,13,0.0
79,14,0.0
79,15,-0.04293791230105582
81,1,-0.07199486857154482
81,2,0.06490684960673138
81,3,0.02193802788687714
81,4,-0.10730876895421586
81,5,0.013297214337138053
81,6,0.0
81,7,0.0
81,8,0.0
81,9,0.01221361689031543
81,10,0.0
81,11,0.0
81,12,0.0
81,13,0.0
81,14,-0.05588050625337806
81,15,0.0
82,1,0.1184937949372755
82,2,0.11481672215752621
82,3,0.0
82,4,-0.21525311146286438
82,5,0.0
82,6,0.0
82,7,-0.07090887376357527
82,8,0.0
82,9,0.0
82,10,-0.015904591502040353
82,11,0.0
82,12,0.0
82,13,0.0
82,14,0.0
82,15,0.0
85,1,0.016800841457288766
85,2,0.09098773488473992
85,3,-0.09519688191955095
85,4,0.15777977203803703
85,5,0.0
85,6,0.0
85,7,0.0
85,8,0.0
85,9,0.0
85,10,0.0
85,11,0.0
85,12,0.0
85,13,0.0
85,14,0.0
85,15,0.0
86,1,0.031066820648840136
86,2,0.1168559942369452
86,3,-0.003776009365250694
86,4,-0.03413437851904342
86,5,0.0
86,6,0.0
86,7,0.0
86,8,0.007628034712495285
86,9,0.0
86,10,0.0
86,11,0.0
86,12,0.0
86,13,0.0
86,14,0.0
86,15,0.0
87,1,-0.03650125760060477
87,2,0.0
87,3,0.0
87,4,-0.06792545037458096
87,5,-0.02208652590698006
87,6,0.0
87,7,0.0
87,8,0.008546584494585747
87,9,0.0
87,10,0.0
87,11,0.0
87,12,0.0
87,13,0.0
87,14,0.0
87,15,-0.18860093340174214
88,1,-0.131579114541088
88,2,0.2555523954042043
88,3,0.0
88,4,-0.04765823286092157
88,5,0.0
88,6,-0.026195842476715633
88,7,-0.08956452935837626
88,8,0.04486662988526153
88,9,0.0
88,10,0.03216941234205072
88,11,0.006847554636890702
88,12,0.0
88,13,0.0
88,14,-0.19638897118185572
88,15,-0.08635299661373382
89,1,0.031048432955959337
89,2,0.0
89,3,0.0
89,4,-0.03985167523759359
89,5,-0.038602138846007245
89,6,0.03278330504376777
89,7,0.0
89,8,0.0
89,9,0.0
89,10,0.0
89,11,0.0
89,12,-0.01628012600679595
89,13,0.0
89,14,-0.030949269458552756
89,15,0.0
92,1,0.04122270307354244
92,2,-0.19739831831252005
92,3,0.0
92,4,-0.1447892984787563
92,5,0.0
92,6,0.04974682024328076
92,7,-0.10592528402936896
92,8,0.0
92,9,0.0
92,10,0.0
92,11,0.0
92,12,0.0
92,13,0.0
92,14,0.0
92,15,0.0
93,1,0.07231607483229728
93,2,0.0
93,3,0.0
93,4,-0.14817800900309633
93,5,0.0
93,6,0.0
93,7,-0.06427687220252792
93,8,0.0
93,9,-0.045427756020373265
93,10,0.0
93,11,0.0
93,12,0.0
93,13,0.0
93,14,-0.10199758548486924
93,15,0.0
94,1,0.06677401530020548
94,2,0.04211440397644268
94,3,0.02088216054036031
94,4,0.0
94,5,-0.07705849080098798
94,6,0.036294739844530154
94,7,0.0
94,8,0.0
94,9,0.0
94,10,0.0
94,11,0.0
94,12,0.0
94,13,0.0
94,14,0.0
94,15,0.0
95,1,0.3536005133184977
95,2,0.06993072704749902
95,3,-0.006759267330149196
95,4,-0.3068025705727888
95,5,-0.07087446780270446
95,6,0.07455169083044819
95,7,-0.19187218857084118
95,8,-0.23426237796798052
95,9,-0.05543805259419108
95,10,-0.11802170151365748
95,11,-0.12768278012026943
95,12,0.01180145018017204
95,13,0.0
95,14,-0.06576887629051886
95,15,-0.1284995287256903
97,1,0.1072119493656798
97,2,0.0
97,3,0.0
97,4,0.028790989261926667
97,5,0.0
97,6,0.07369538311212022
97,7,0.0
97,8,-0.002406317838245973
97,9,0.0
97,10,0.0
97,11,0.0
97,12,0.0
97,13,-0.04256071563366275
97,14,0.019693730837849324
97,15,-0.009798087151728344
100,1,-0.045150158868436104
100,2,-0.09764335388240039
100,3,0.0
100,4,0.0
100,5,-0.09322346839853057
100,6,0.0
100,7,0.0
100,8,0.0
100,9,0.004004777721881483
100,10,0.0
100,11,0.0
100,12,0.0
100,13,0.0
100,14,-0.05016909104262683
100,15,0.0
101,1,0.0
101,2,0.0
101,3,0.07579010203439919
101,4,-0.10060207439630792
101,5,0.18792043591731034
101,6,-0.00263378482613053
101,7,-0.1005177802455147
101,8,0.22465610493581092
101,9,0.07549229716763341
101,10,-0.08538553216753454
101,11,0.0
101,12,-0.08468582928775391
101,13,0.011250424693225361
101,14,-0.054117545370497955
101,15,-0.011468304071846574
104,1,0.0522809009420221
104,2,0.10343144668471546
104,3,0.1580867673661361
104,4,0.0240880273621826
104,5,-0.13378534974265022
104,6,0.01449827857207066
104,7,-0.2241268278905912
104,8,0.04064120762316227
104,9,0.026482162001028126
104,10,-0.26941296044997737
104,11,0.017737313050828468
104,12,0.0
104,13,0.032873964298929116
104,14,-0.08248633914115673
104,15,0.09529778846873739
105,1,-0.06650924689337158
105,2,-0.03836576592353559
105,3,-0.12391533107626554
105,4,0.0
105,5,0.1188973385941061
105,6,-0.08696626031139588
105,7,-0.0457975599439159
105,8,0.0015655155472574485
105,9,0.0
105,10,0.0
105,11,0.11068019511283579
105,12,0.0
105,13,-0.02976192155174465
105,14,0.0
105,15,0.0
107,1,0.020537425542985106
107,2,-0.053192217126188025
107,3,0.01736129224928777
107,4,-0.14655528464519058
107,5,0.033611014925331764
107,6,0.0
107,7,0.0
107,8,0.0
107,9,0.0
107,10,0.09044934307912912
107,11,-0.08060486937840262
107,12,0.0
107,13,0.0
107,14,0.11203593602461458
107,15,0.0
110,1,0.2381196270493268
110,2,0.17215562030879888
110,3,0.028106369844149996
110,4,0.2655579252602264
110,5,0.04411480883325166
110,6,-0.07705603247399496
110,7,-0.22158559818477147
110,8,-0.14412315821037827
110,9,-0.16368456549890303
110,10,-0.1354366906265499
110,11,-0.09671093351582148
110,12,0.028424292718162866
110,13,-0.16463120203260742
110,14,-0.15166167338559758
110,15,-0.05986017367454705
111,1,0.07817012679511944
111,2,0.07229325128532232
111,3,0.10037784910287627
111,4,-0.011959159165919275
111,5,0.05899749569528837
111,6,0.05052770887966739
111,7,0.13000056505573332
111,8,-0.056224847279550925
111,9,0.0
111,10,-0.07958208214438282
111,11,-0.06296100909544447
111,12,0.07666341519761187
111,13,-0.034392939342743005
111,14,-0.02112131295086812
111,15,0.07432508436605284
112,1,0.17649951870665892
112,2,-0.2200648195480297
112,3,0.022586322785122074
112,4,-0.19151282441378198
112,5,0.15356024415239686
112,6,0.0029862295875118846
112,7,0.021637669811592777
112,8,0.0
112,9,0.0
112,10,-0.09382486725181258
112,11,0.0
112,12,0.0
112,13,0.0
112,14,0.03641081046096245
112,15,0.0
122,1,0.04194783404664526
122,2,-0.020739198783334453
122,3,0.0
122,4,-0.2119135443932764
122,5,-0.07625201798941471
122,6,-0.047654642669566545
122,7,0.0
122,8,0.0
122,9,0.0
122,10,0.0
122,11,0.0
122,12,-0.04675747708592292
122,13,0.0
122,14,0.0
122,15,0.0
125,1,-0.18241353625600942
125,2,0.10587399348975345
125,3,-0.008618416835917282
125,4,0.23671761002347622
125,5,0.0
125,6,-0.10127041107112636
125,7,0.0506487392671898
125,8,0.0
125,9,-0.004745130377328612
125,10,0.0
125,11,0.0
125,12,0.0
125,13,0.0
125,14,0.0
125,15,0.0
126,1,-0.09024743011101573
126,2,0.0
126,3,0.0
126,4,-0.3291028505320863
126,5,0.0
126,6,0.0
126,7,0.0
126,8,0.0
126,9,0.0
126,10,0.0
126,11,0.0
126,12,0.0
126,13,0.0
126,14,0.0
126,15,0.0
132,1,0.012173506834256945
132,2,0.0
132,3,-0.12293990003174401
132,4,-0.08446129688694944
132,5,0.0
132,6,0.0
132,7,0.0
132,8,0.0
132,9,0.0
132,10,0.0
